random_index,source_id,ra,dec,parallax,parallax_over_error,pmdec,pmdec_error,pmra,pmra_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
1770805979,2927289386415368448,100.82642521707578,-20.148697242943655,0.838029053136998,0.44553494,2.2742813736986953,1.7636008,-3.346244033562427,1.1361979,1.0430943,20.812756,21.223537,19.8495,1.3740368
1026006974,2927289592573868288,100.80577042833892,-20.134601344123144,0.8176631778260186,2.6243033,5.758519107698795,0.27269137,1.773378735410021,0.18240221,1.0259637,19.710293,20.732187,18.73183,2.0003567
1426719147,2927233620561012352,101.20576510743514,-20.160725244067482,1.573721044553134,5.4448886,-1.3637464785644875,0.26217964,-4.494521416070373,0.173748,0.99222434,19.318283,20.652529,18.175045,2.4774837
804372247,2927233757999985152,101.24530207133864,-20.150062056804554,1.1918178405377706,2.8213215,6.473216318075824,0.400767,-1.9135309296174094,0.2810852,2.8373346,18.379416,18.826384,17.651993,1.1743908
1131444544,2927234346417072256,101.61526682412205,-20.391971684564044,3.124121842471637,34.15447,-7.899607399975883,0.07404044,-6.503620736660909,0.05741814,6.400685,14.04892,14.779204,13.187853,1.5913515
964726017,2927253136892375424,101.39553499873055,-20.177193839398853,1.2444168057753078,1.3343943,3.8302052775365096,0.9767387,0.11241079807721938,0.6874855,1.0410348,20.645147,21.16034,19.911833,1.2485065
197182374,2927253377411923072,101.37986836920534,-20.16684574981082,0.7054796605526034,6.021735,2.4555135859031,0.09731618,-4.901432841968932,0.07143398,1.0181144,17.837553,18.488016,17.084644,1.4033718
213964036,2927254270763776896,101.4917391347619,-20.155522027429992,1.1887529059136188,1.1892428,-1.367390150780262,1.761495,-1.440559928981488,0.9830949,1.0454088,20.656574,21.13287,19.95345,1.1794205
1531675203,2927272726244042624,100.95090773262486,-20.282476548583308,0.7545602044626863,11.277276,5.147815570845942,0.05592239,0.870609958175548,0.04001412,1.3869501,16.86152,17.24577,16.159018,1.0867519
1489947198,2927272863682971648,100.97538052620577,-20.25658867698063,0.8069965593981104,52.20168,-10.408830573274082,0.013312937,6.395224502310841,0.009532624,1.0265373,14.267566,14.69717,13.672511,1.0246592
1294240617,2927217029108841216,101.07682939344818,-20.53773080655319,0.734371427026888,26.945084,-0.872491841615424,0.023953402,-0.3054152114214259,0.016571583,1.0200912,15.5186825,15.883522,14.982782,0.90073967
1661146671,2927217437127051392,101.09986069951543,-20.517557430926296,1.4951941662084025,6.4228764,-1.3443591560988508,0.20498584,4.777244709482368,0.13153972,1.0257145,19.19111,20.260185,18.18584,2.0743446
